spec,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,model_id,model_id_cqa,model_make_id_cqa,model_name_cqa,model_trim_cqa,model_year_cqa,model_body_cqa,model_engine_position_cqa,model_engine_cc_cqa,model_engine_cyl_cqa,model_engine_type_cqa,model_engine_valves_per_cyl_cqa,model_engine_power_ps_cqa,model_engine_power_rpm_cqa,model_engine_torque_nm_cqa,model_engine_torque_rpm_cqa,model_engine_bore_mm_cqa,model_engine_stroke_mm_cqa,model_engine_compression_cqa,model_engine_fuel_cqa,model_top_speed_kph_cqa,model_0_to_100_kph_cqa,model_drive_cqa,model_transmission_type_cqa,model_seats_cqa,model_doors_cqa,model_weight_kg_cqa,model_length_mm_cqa,model_width_mm_cqa,model_height_mm_cqa,model_wheelbase_mm_cqa,model_lkm_hwy_cqa,model_lkm_mixed_cqa,model_lkm_city_cqa,model_fuel_cap_l_cqa,model_sold_in_us_cqa,model_co2_cqa,model_make_display_cqa,model_engine_l_cqa,model_engine_ci_cqa,model_engine_bore_in_cqa,model_engine_stroke_in_cqa,model_engine_valves_cqa,model_engine_power_hp_cqa,model_engine_power_kw_cqa,model_engine_torque_lbft_cqa,model_engine_torque_kgm_cqa,model_top_speed_mph_cqa,model_weight_lbs_cqa,model_length_in_cqa,model_width_in_cqa,model_height_in_cqa,model_wheelbase_in_cqa,model_mpg_hwy_cqa,model_mpg_city_cqa,model_mpg_mixed_cqa,model_fuel_cap_g_cqa,make_display_cqa,make_country_cqa,ExtColors_cqa,IntColors_cqa,Model_ID
5.0 V8 Convertible ,44.3,54.5,62.7,65.1,68.2,71.7,45217.0,45217.0,jaguar,XK,R175 75th Anniversary Limited Ed.,2011.0,Coupe,Front,5000.0,8.0,V,4.0,517.0,6000.0,624.0,2500.0,,,,Gasoline,,,Rear,Automatic,4.0,2.0,1800.0,4793.0,1892.0,1321.0,2751.0,10.7,,15.7,61.0,1.0,,Jaguar,5.0,305.0,,,32.0,510.0,380.0,460.0,64.0,,3968.0,188.7,74.5,52.0,108.3,22.0,15.0,,16.1,Jaguar,UK,,,790
5.0 V8,44.8,55.1,63.4,66.7,69.0,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791
2.2D,43.6,53.6,61.6,64.8,67.1,69.6,19246.0,19246.0,jaguar,X-Type,2.2 D SE,2008.0,Sedan,Front,2198.0,4.0,in-line,4.0,155.0,,366.0,1800.0,86.0,94.6,17.5:1,Diesel,220.0,8.9,Rear,Manual,5.0,4.0,1502.0,5100.0,,1450.0,2720.0,,6.2,,62.0,1.0,,Jaguar,2.2,134.0,3.39,3.72,16.0,153.0,114.0,270.0,37.0,137.0,3311.0,200.8,,57.1,107.1,,,38.0,16.4,Jaguar,UK,,,792
2.0,47.3,59.8,62.8,64.2,66.6,68.6,59930.0,59930.0,Jeep,Cherokee,Sport 4dr SUV 4WD (2.4L 4cyl 9A),2014.0,Sport Utility Vehicles,Front,2400.0,4.0,Inline,4.0,184.0,,171.0,,,,10,Regular Unleaded,,,Four Wheel Drive,Automatic,,4.0,,4623.0,,,,28.0,24.0,21.0,60.0,1.0,,Jeep,2.4,146.0,,,16.0,181.0,135.0,126.0,17.0,,,182.0,,,,8.0,11.0,10.0,15.9,Jeep,USA,,,793
2.4,45.2,55.6,63.9,67.2,69.6,72.2,45222.0,45222.0,jeep,Compass,Limited,2011.0,Crossover,Front,2400.0,4.0,in-line,4.0,174.0,6000.0,223.0,4400.0,,,,Gasoline,,,Front,CVT,5.0,5.0,1478.0,4404.0,1760.0,1656.0,2634.0,8.7,,11.2,51.0,1.0,,Jeep,2.4,146.0,,,16.0,172.0,128.0,164.0,23.0,,3258.0,173.4,69.3,65.2,103.7,27.0,21.0,,13.5,Jeep,USA,,,794
1.6,44.1,54.1,60.0,65.8,68.2,70.8,72114.0,72114.0,Jeep,Compass,Limited 4dr SUV (2.4L 4cyl 6A),2018.0,Sport Utility Vehicles,Front,2400.0,4.0,Inline,4.0,172.0,,165.0,,,,10.5,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,3192.0,,,,,28.0,24.0,21.0,14.0,1.0,,Jeep,2.4,146.0,,,16.0,170.0,127.0,122.0,17.0,,7037.0,,,,,8.0,11.0,10.0,3.7,Jeep,USA,,,795
CRD,48.4,57.7,63.4,66.6,68.7,70.9,19650.0,19650.0,jeep,Grand Cherokee,3.0 CRD,2008.0,SUV,Front,2986.0,6.0,V,4.0,218.0,4000.0,510.0,1600.0,83.0,92.0,9.5:1,Diesel,200.0,9.0,4WD,Automatic,5.0,5.0,2169.0,4760.0,1880.0,1750.0,2790.0,,10.2,,78.0,1.0,,Jeep,3.0,182.0,3.27,3.62,24.0,215.0,160.0,376.0,52.0,124.0,4782.0,187.4,74.0,68.9,109.8,,,23.0,20.6,Jeep,USA,,,796
Hennessey,53.1,62.1,67.9,70.2,75.1,80.0,19753.0,19753.0,jeep,Grand Cherokee,3.7 Limited 4x4,2008.0,SUV,Front,3701.0,6.0,V,2.0,213.0,5200.0,319.0,4000.0,,,,Gasoline,,,4WD,Automatic,5.0,5.0,2043.0,4780.0,1850.0,1760.0,2790.0,11.8,13.8,15.7,80.0,1.0,,Jeep,3.7,226.0,,,12.0,210.0,157.0,235.0,33.0,,4504.0,188.2,72.8,69.3,109.8,20.0,15.0,17.0,21.1,Jeep,USA,,,797
3.6 V6,43.7,53.8,61.8,66.3,67.2,68.5,52750.0,52750.0,jeep,Grand Cherokee,Overland 3.0 CRD,2011.0,SUV,Front,2987.0,6.0,V,4.0,241.0,,410.0,,,,,Diesel,,,4WD,Automatic,5.0,5.0,,4859.0,1958.0,1755.0,2916.0,,,,80.0,0.0,,Jeep,3.0,182.0,,,24.0,238.0,177.0,302.0,42.0,,,191.3,77.1,69.1,114.8,,,,21.1,Jeep,USA,,,798
SRT8,48.7,56.7,61.9,64.0,68.2,72.3,49129.0,49129.0,jeep,Grand Cherokee,SRT8,2012.0,SUV,Front,6400.0,8.0,V,2.0,477.0,6000.0,630.0,4300.0,,,,Gasoline,,,4WD,5-speed shiftable automatic,5.0,5.0,2336.0,4859.0,1958.0,1755.0,2916.0,13.1,,19.6,93.0,1.0,,Jeep,6.4,391.0,,,16.0,470.0,351.0,465.0,64.0,,5150.0,191.3,77.1,69.1,114.8,18.0,12.0,,24.6,Jeep,USA,,,799
3.6 V6,51.2,57.3,61.0,63.1,64.3,65.6,59949.0,59949.0,Jeep,Grand Cherokee,Summit 4dr SUV (3.6L 6cyl 8A),2014.0,Sport Utility Vehicles,Front,3600.0,6.0,V,4.0,290.0,,260.0,,,,10.2,Flex-Fuel (Unleaded/E85),,,Rear Wheel Drive,Automatic,,4.0,2143.0,4821.0,,,,25.0,20.0,17.0,93.0,1.0,,Jeep,3.6,220.0,,,24.0,286.0,213.0,192.0,27.0,,4724.0,189.8,,,,9.0,14.0,12.0,24.6,Jeep,USA,,,800
1.4,37.7,56.2,60.1,63.5,66.9,71.6,61067.0,61067.0,Jeep,Renegade,4dr SUV (1.4L 4cyl Turbo 6A),2015.0,Sport Utility Vehicles,Front,1400.0,4.0,Not Available,,,,,,,,Not Avai,Not Available,,,Not Available,Automatic,,,,,,,,,,,,1.0,,Jeep,1.4,85.0,,,,,,,,,,,,,,,,,,Jeep,USA,,,801
1.4,40.1,53.1,59.5,67.3,69.7,71.8,71469.0,71469.0,Jeep,Renegade,4dr SUV (1.4L 4cyl Turbo 6A),2018.0,Sport Utility Vehicles,Front,1400.0,4.0,Not Available,,,,,,,,Not Avai,Not Available,,,Not Available,Automatic,,,,,,,,,,,,1.0,,Jeep,1.4,85.0,,,,,,,,,,,,,,,,,,Jeep,USA,,,802
1.6d,46.9,56.0,61.5,66.3,68.7,70.8,71469.0,71469.0,Jeep,Renegade,4dr SUV (1.4L 4cyl Turbo 6A),2018.0,Sport Utility Vehicles,Front,1400.0,4.0,Not Available,,,,,,,,Not Avai,Not Available,,,Not Available,Automatic,,,,,,,,,,,,1.0,,Jeep,1.4,85.0,,,,,,,,,,,,,,,,,,Jeep,USA,,,803
3.8 V6,45.5,56.0,64.4,67.2,70.1,73.4,19641.0,19641.0,jeep,Wrangler,3.8 X,2008.0,SUV,Front,3778.0,6.0,V,2.0,205.0,5200.0,322.0,4000.0,,,,Gasoline,,,4WD,Manual,4.0,2.0,1978.0,3890.0,1880.0,1810.0,2430.0,12.4,14.7,15.7,70.0,1.0,,Jeep,3.8,231.0,,,12.0,202.0,151.0,237.0,33.0,,4361.0,153.1,74.0,71.3,95.7,19.0,15.0,16.0,18.5,Jeep,USA,,,804
3.6 V6,47.5,57.9,64.5,67.5,71.7,76.0,49141.0,49141.0,jeep,Wrangler,Unlimited Sahara,2012.0,SUV,Front,3600.0,6.0,V,4.0,289.0,6400.0,352.0,4800.0,,,,Flex Fuel,,,4WD,6-speed manual,5.0,5.0,1936.0,4404.0,1877.0,,2946.0,11.2,,14.7,85.0,1.0,,Jeep,3.6,220.0,,,24.0,285.0,213.0,260.0,36.0,,4268.0,173.4,73.9,,116.0,21.0,16.0,,22.5,Jeep,USA,,,805
2.0,44.1,54.2,62.4,66.1,67.8,69.9,20312.0,20312.0,kia,Carens,1.8 EX,2008.0,Minivan,Front,1793.0,4.0,in-line,4.0,126.0,6000.0,162.0,4900.0,81.0,87.0,10.0:1,Gasoline - Premium,177.0,12.0,Front,Manual,5.0,5.0,,4500.0,1750.0,1620.0,2570.0,,8.1,,55.0,0.0,,Kia,1.8,109.0,3.19,3.43,16.0,124.0,93.0,119.0,17.0,110.0,,177.2,68.9,63.8,101.2,,,29.0,14.5,Kia,South Korea,,,806
2.0,44.3,57.3,62.0,64.5,68.3,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807
1.4,40.1,59.0,65.0,65.5,68.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808
1.6,37.4,60.5,64.3,67.3,69.4,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809
2.0,45.5,56.0,64.4,68.2,70.0,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810
1.6 Stationcar,45.6,56.2,64.6,67.1,70.3,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811
2.0 Stationcar,44.8,55.1,63.4,66.5,69.0,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812
1.4 Stationcar,45.0,55.4,63.8,67.2,69.4,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813
1.6,44.7,55.0,63.2,67.1,68.7,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814
1.6,44.8,55.1,63.4,66.1,69.0,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815
1.6,44.0,59.2,64.7,65.3,67.7,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816
1.0,40.1,58.2,61.2,64.3,66.3,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817
1.0 Stationcar,37.7,54.2,58.6,62.5,65.7,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818
SX,43.8,52.8,58.5,61.2,64.6,68.0,45258.0,45258.0,kia,Forte,SX,2010.0,Sedan,Front,2400.0,4.0,in-line,4.0,175.0,6000.0,228.0,4000.0,,,,Gasoline,,,Front,Manual,5.0,4.0,1294.0,4529.0,1775.0,1461.0,2649.0,7.4,,10.7,52.0,1.0,,Kia,2.4,146.0,,,16.0,173.0,129.0,168.0,23.0,,2853.0,178.3,69.9,57.5,104.3,32.0,22.0,,13.7,Kia,South Korea,,,819
1.6,35.3,56.3,60.5,63.7,67.0,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820
1.6,26.9,46.0,54.2,66.8,69.2,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821
Hybrid,37.9,52.5,61.4,66.7,68.5,70.2,45273.0,45273.0,kia,Optima,Hybrid,2011.0,Sedan,Front,2400.0,4.0,in-line,4.0,168.0,6000.0,209.0,4250.0,,,,Gasoline / Electric Hybrid,,,Front,Automatic,5.0,4.0,1583.0,4844.0,1831.0,1455.0,2797.0,5.9,,6.7,65.0,1.0,,Kia,2.4,146.0,,,16.0,166.0,124.0,154.0,21.0,,3490.0,190.7,72.1,57.3,110.1,40.0,35.0,,17.2,Kia,South Korea,,,822
SX Turbo,44.2,53.9,59.9,63.3,65.2,67.1,45271.0,45271.0,kia,Optima,EX Turbo,2011.0,Sedan,Front,2000.0,4.0,in-line,4.0,278.0,6000.0,364.0,1750.0,,,,Gasoline,,,Front,Automatic,5.0,4.0,1535.0,4844.0,1831.0,1455.0,2797.0,6.9,,10.7,70.0,1.0,,Kia,2.0,122.0,,,16.0,274.0,204.0,268.0,37.0,,3384.0,190.7,72.1,57.3,110.1,34.0,22.0,,18.5,Kia,South Korea,,,823
1.7D,44.3,58.8,63.6,66.7,68.2,71.6,52544.0,52544.0,kia,Optima,SX,2012.0,Sedan,Front,2000.0,4.0,in-line,4.0,278.0,6000.0,364.0,1750.0,,,,Gasoline,,,Front,Automatic,5.0,4.0,1535.0,4844.0,1831.0,1455.0,2797.0,6.9,,10.7,70.0,1.0,,Kia,2.0,122.0,,,16.0,274.0,204.0,268.0,37.0,,3384.0,190.7,72.1,57.3,110.1,34.0,22.0,,18.5,Kia,South Korea,,,824
2.0 Hybrid,43.1,53.0,61.0,64.1,66.4,68.9,58372.0,58372.0,kia,Optima,SX,2013.0,Sedan,Front,2000.0,4.0,in-line,4.0,274.0,6000.0,365.0,4500.0,86.0,86.0,,Gasoline,,,Front,6-speed automatic ,5.0,4.0,1538.0,4845.0,1830.0,1455.0,2795.0,5.8,,9.2,70.0,1.0,,Kia,2.0,122.0,3.39,3.39,16.0,270.0,202.0,269.0,37.0,,3391.0,190.7,72.0,57.3,110.0,41.0,26.0,,18.5,Kia,South Korea,,,825
1.7D,45.5,56.1,60.2,64.6,66.7,70.1,66816.0,66816.0,Kia,Optima,SX 4dr Sedan (2.4L 4cyl 6A),2016.0,Midsize Cars,Front,2400.0,4.0,Inline,4.0,192.0,,181.0,,,,Not Avai,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,3327.0,,,,,34.0,27.0,23.0,19.0,1.0,,Kia,2.4,146.0,,,16.0,189.0,141.0,133.0,18.0,,7335.0,,,,,7.0,10.0,9.0,5.0,Kia,South Korea,,,826
2.0,44.0,52.6,57.8,61.5,67.8,67.9,69384.0,69384.0,Kia,Optima,SXL Turbo 4dr Sedan (2.0L 4cyl Turbo 6A),2017.0,Midsize Cars,Front,2000.0,4.0,Inline,4.0,274.0,,269.0,,,,Not Avai,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,3468.0,,,,,31.0,24.0,20.0,19.0,1.0,,Kia,2.0,122.0,,,16.0,270.0,202.0,198.0,27.0,,7646.0,,,,,8.0,12.0,10.0,5.0,Kia,South Korea,,,827
1.7d,45.9,57.8,61.0,63.3,64.3,67.6,69385.0,69385.0,Kia,Optima,LX 4dr Sedan (2.4L 4cyl 6A),2017.0,Midsize Cars,Front,2400.0,4.0,Inline,4.0,192.0,,181.0,,,,Not Avai,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,3237.0,,,,,34.0,27.0,23.0,19.0,1.0,,Kia,2.4,146.0,,,16.0,189.0,141.0,133.0,18.0,,7136.0,,,,,7.0,10.0,9.0,5.0,Kia,South Korea,,,828
1.1,47.3,58.2,67.0,69.8,72.9,76.4,20116.0,20116.0,kia,Picanto,1.1,2008.0,Hatchback,Front,1086.0,4.0,in-line,4.0,,,100.0,2800.0,66.0,77.0,,Gasoline,154.0,15.6,Front,Manual,4.0,5.0,928.0,3500.0,1600.0,1490.0,2380.0,,7.0,,35.0,0.0,,Kia,1.1,66.0,2.6,3.03,16.0,,,74.0,10.0,96.0,2046.0,137.8,63.0,58.7,93.7,,,34.0,9.2,Kia,South Korea,,,829
1.0,46.0,56.6,65.0,68.6,70.8,73.2,47365.0,47365.0,kia,Picanto,1.1,2011.0,Hatchback,Front,1086.0,4.0,in-line,3.0,65.0,5500.0,97.0,2800.0,67.0,77.0,10.1:1,Gasoline - Premium,154.0,15.1,Front,,4.0,5.0,929.0,3540.0,1600.0,1490.0,2380.0,,5.2,,35.0,0.0,,Kia,1.1,66.0,2.64,3.03,12.0,64.0,48.0,72.0,10.0,96.0,2048.0,139.4,63.0,58.7,93.7,,,45.0,9.2,Kia,South Korea,,,830
1.2,46.3,58.8,64.2,66.9,71.4,73.5,50211.0,50211.0,kia,Picanto,1.1,2012.0,Hatchback,Front,1086.0,4.0,in-line,3.0,65.0,5500.0,97.0,2800.0,67.0,77.0,10.1:1,Gasoline - Premium,154.0,15.1,Front,,4.0,5.0,929.0,3540.0,1600.0,1490.0,2380.0,,5.2,,35.0,0.0,,Kia,1.1,66.0,2.64,3.03,12.0,64.0,48.0,72.0,10.0,96.0,2048.0,139.4,63.0,58.7,93.7,,,45.0,9.2,Kia,South Korea,,,831
1.0,39.5,57.9,63.3,67.2,70.7,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832
1.0,37.9,52.5,59.3,68.3,70.7,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833
GT,38.8,56.3,62.2,65.0,68.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834
1.6,39.2,57.9,63.6,66.3,70.5,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835
1.2,36.5,60.6,66.7,69.6,71.9,74.9,45286.0,45286.0,kia,Rio,SX,2011.0,Sedan,Front,1600.0,4.0,in-line,4.0,112.0,6000.0,145.0,4500.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1090.0,4239.0,1694.0,1471.0,2499.0,6.5,,8.7,45.0,1.0,,Kia,1.6,98.0,,,16.0,110.0,82.0,107.0,15.0,,2403.0,166.9,66.7,57.9,98.4,36.0,27.0,,11.9,Kia,South Korea,,,836
1.2,43.2,53.2,61.2,65.4,66.5,68.0,56434.0,56434.0,kia,Rio,Rio5 LX Automatic,2011.0,Hatchback,Front,1600.0,4.0,in-line,4.0,140.0,6300.0,167.0,4850.0,,,,Gasoline,,,Front,6-speed automatic,5.0,5.0,1093.0,4046.0,1720.0,1455.0,2570.0,5.9,,7.8,43.0,1.0,,Kia,1.6,98.0,,,16.0,138.0,103.0,123.0,17.0,,2410.0,159.3,67.7,57.3,101.2,40.0,30.0,,11.4,Kia,South Korea,,,837
1.2 ,39.1,61.2,66.2,68.0,71.3,74.0,49149.0,49149.0,kia,Rio,EX Hatchback,2012.0,Hatchback,Front,1600.0,4.0,in-line,4.0,140.0,6300.0,167.0,4850.0,,,,Gasoline,,,Front,6-speed shiftable automatic,5.0,5.0,1126.0,4046.0,1720.0,1455.0,2570.0,5.9,,7.8,43.0,1.0,,Kia,1.6,98.0,,,16.0,138.0,103.0,123.0,17.0,,2482.0,159.3,67.7,57.3,101.2,40.0,30.0,,11.4,Kia,South Korea,,,838
1.0,39.4,57.5,61.7,64.7,69.7,69.7,70029.0,70029.0,Kia,Rio,SX 4dr Sedan (1.6L 4cyl 6A),2017.0,Compact Cars,Front,1600.0,4.0,Inline,4.0,138.0,,123.0,,,,11,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,,,,,,37.0,31.0,27.0,,1.0,,Kia,1.6,98.0,,,16.0,136.0,101.0,91.0,13.0,,,,,,,6.0,9.0,8.0,,Kia,South Korea,,,839
2.4,44.0,54.2,62.3,66.3,67.7,69.5,47474.0,47474.0,kia,Sorento,2.5 CRDi,2010.0,SUV,Front,2497.0,4.0,in-line,4.0,141.0,3800.0,350.0,2000.0,91.0,96.0,17.7:1,Diesel,168.0,13.8,4WD,Manual,5.0,5.0,2065.0,4600.0,1740.0,1870.0,2720.0,,7.9,,80.0,1.0,,Kia,2.5,152.0,3.58,3.78,16.0,139.0,104.0,258.0,36.0,104.0,4552.0,181.1,68.5,73.6,107.1,,,30.0,21.1,Kia,South Korea,,,840
EX V6,34.5,46.6,54.0,58.2,60.6,63.0,45307.0,45307.0,kia,Sorento,SX,2011.0,SUV,Front,3500.0,6.0,V,4.0,280.0,6300.0,336.0,5000.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1767.0,4661.0,1885.0,1735.0,2700.0,9.0,,11.8,68.0,1.0,,Kia,3.5,214.0,,,24.0,276.0,206.0,248.0,34.0,,3896.0,183.5,74.2,68.3,106.3,26.0,20.0,,18.0,Kia,South Korea,,,841
V6,34.5,46.6,54.0,58.2,60.6,63.0,45307.0,45307.0,kia,Sorento,SX,2011.0,SUV,Front,3500.0,6.0,V,4.0,280.0,6300.0,336.0,5000.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1767.0,4661.0,1885.0,1735.0,2700.0,9.0,,11.8,68.0,1.0,,Kia,3.5,214.0,,,24.0,276.0,206.0,248.0,34.0,,3896.0,183.5,74.2,68.3,106.3,26.0,20.0,,18.0,Kia,South Korea,,,842
1.6,44.8,55.1,63.4,65.4,69.0,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843
 ,39.2,61.2,66.0,68.9,72.3,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844
 ,44.3,56.7,64.4,68.5,71.5,74.5,56793.0,56793.0,kia,Soul,Automatic,2010.0,Hatchback,Front,1600.0,4.0,in-line,4.0,140.0,6300.0,167.0,4850.0,,,,Gasoline,,,Front,6-speed automatic,5.0,5.0,1186.0,4120.0,1786.0,1610.0,2550.0,6.7,,8.7,48.0,1.0,,Kia,1.6,98.0,,,16.0,138.0,103.0,123.0,17.0,,2615.0,162.2,70.3,63.4,100.4,35.0,27.0,,12.7,Kia,South Korea,,,845
1.6,43.6,58.2,62.6,66.9,69.6,71.3,62303.0,62303.0,Kia,Soul,+ 4dr Wagon (2.0L 4cyl 6A),2015.0,Small Station Wagons,Front,2000.0,4.0,Inline,4.0,164.0,,151.0,,,,11.5,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,2837.0,,,,,31.0,26.0,23.0,14.0,1.0,,Kia,2.0,122.0,,,16.0,162.0,121.0,111.0,15.0,,6254.0,,,,,8.0,10.0,9.0,3.7,Kia,South Korea,,,846
EV,44.8,56.2,60.2,63.2,69.0,69.0,70112.0,70112.0,Kia,Soul,4dr Wagon (1.6L 4cyl 6A),2017.0,Small Station Wagons,Front,1600.0,4.0,Inline,4.0,130.0,,118.0,,,,11,Regular Unleaded,,,Front Wheel Driv,Automatic,,4.0,2784.0,,,,,30.0,26.0,24.0,14.0,1.0,,Kia,1.6,98.0,,,16.0,128.0,96.0,87.0,12.0,,6138.0,,,,,8.0,10.0,9.0,3.7,Kia,South Korea,,,847
2.0,45.0,55.4,63.7,68.5,69.2,70.3,45317.0,45317.0,kia,Sportage,EX,2010.0,SUV,Front,2700.0,6.0,V,4.0,175.0,6000.0,241.0,4000.0,,,,Gasoline,,,Front,Automatic,5.0,5.0,1520.0,4351.0,1801.0,1694.0,2629.0,10.2,,13.1,65.0,1.0,,Kia,2.7,165.0,,,24.0,173.0,129.0,178.0,25.0,,3351.0,171.3,70.9,66.7,103.5,23.0,18.0,,17.2,Kia,South Korea,,,848
2.4,42.9,56.7,65.0,70.3,71.2,72.1,45318.0,45318.0,kia,Sportage,,2011.0,SUV,Front,2400.0,4.0,in-line,4.0,178.0,6000.0,228.0,4000.0,,,,Gasoline,,,Front,Manual,5.0,5.0,1432.0,4440.0,1854.0,1636.0,2639.0,8.1,,11.2,55.0,1.0,,Kia,2.4,146.0,,,16.0,176.0,131.0,168.0,23.0,,3157.0,174.8,73.0,64.4,103.9,29.0,21.0,,14.5,Kia,South Korea,,,849
1.6,35.4,56.2,63.6,65.2,69.3,71.7,49161.0,49161.0,kia,Sportage,LX,2012.0,SUV,Front,2400.0,4.0,in-line,4.0,178.0,6000.0,228.0,4000.0,,,,Gasoline,,,Front,6-speed shiftable automatic,5.0,5.0,1445.0,4440.0,1854.0,1636.0,2639.0,7.4,,10.7,58.0,1.0,,Kia,2.4,146.0,,,16.0,176.0,131.0,168.0,23.0,,3186.0,174.8,73.0,64.4,103.9,32.0,22.0,,15.3,Kia,South Korea,,,850
1.6,46.3,57.0,65.5,69.0,71.3,73.8,49163.0,49163.0,kia,Sportage,SX,2012.0,SUV,Front,2000.0,4.0,in-line,4.0,264.0,6000.0,364.0,1850.0,,,,Gasoline,,,Front,6-speed shiftable automatic,5.0,5.0,1502.0,4450.0,1854.0,1636.0,2639.0,8.1,,10.7,58.0,1.0,,Kia,2.0,122.0,,,16.0,260.0,194.0,268.0,37.0,,3311.0,175.2,73.0,64.4,103.9,29.0,22.0,,15.3,Kia,South Korea,,,851
1.6 ,44.6,59.7,65.3,65.8,68.6,71.3,49163.0,49163.0,kia,Sportage,SX,2012.0,SUV,Front,2000.0,4.0,in-line,4.0,264.0,6000.0,364.0,1850.0,,,,Gasoline,,,Front,6-speed shiftable automatic,5.0,5.0,1502.0,4450.0,1854.0,1636.0,2639.0,8.1,,10.7,58.0,1.0,,Kia,2.0,122.0,,,16.0,260.0,194.0,268.0,37.0,,3311.0,175.2,73.0,64.4,103.9,29.0,22.0,,15.3,Kia,South Korea,,,852
1.6,44.4,55.6,59.8,62.9,66.3,68.4,67615.0,67615.0,Kia,Sportage,SX 4dr SUV AWD (2.0L 4cyl Turbo 6A),2016.0,Sport Utility Vehicles,Front,2000.0,4.0,Inline,4.0,260.0,,269.0,,,,9.5,Regular Unleaded,,,All Wheel Drive,Automatic,,4.0,,,,,,24.0,21.0,19.0,,1.0,,Kia,2.0,122.0,,,16.0,256.0,191.0,198.0,27.0,,,,,,,10.0,12.0,11.0,,Kia,South Korea,,,853
1.7d,44.1,54.1,59.8,65.3,67.7,69.8,72759.0,72759.0,Kia,Sportage,SX 4dr SUV AWD (2.0L 4cyl Turbo 6A),2018.0,Sport Utility Vehicles,Front,2000.0,4.0,Inline,4.0,260.0,,269.0,,,,9.5,Regular Unleaded,,,All Wheel Drive,Automatic,,4.0,,,,,,24.0,21.0,19.0,,1.0,,Kia,2.0,122.0,,,16.0,256.0,191.0,198.0,27.0,,,,,,,10.0,12.0,11.0,,Kia,South Korea,,,854
1.0,37.1,56.3,61.3,63.9,70.9,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855
